Realm_Name,Ecoregion_Name,Country_Name,Distance_to_Shore,Exposure,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_DHW,SSTA_DHW_Standard_Deviation,TSA,TSA_Standard_Deviation,Date,Site_Comments,Sample_Comments,Bleaching_Comments
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39227.48,Sheltered,71.88,17,4,2016,4,Hard Coral,40.62,Population,58.75,298.16,0.79,0.84,0,12.74,2.81,-1.3,2.02,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39227.48,Sheltered,71.88,17,4,2016,4,Nutrient Indicator Algae,0,Population,58.75,298.16,0.79,0.84,0,12.74,2.81,-1.3,2.02,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,17,4,2016,5,Hard Coral,26.25,Population,60,298.34,0.92,0.85,0,13.12,3.17,-0.99,1.97,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,17,4,2016,5,Nutrient Indicator Algae,0,Population,60,298.34,0.92,0.85,0,13.12,3.17,-0.99,1.97,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,1,5,2017,4,Hard Coral,25.62,Population,65,296.86,-0.12,0.88,0,7.25,2.98,-3.24,2.44,2017-05-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,742.91,Sheltered,63.92,1,5,2017,4,Nutrient Indicator Algae,0.62,Population,65,296.86,-0.12,0.88,0,7.25,2.98,-3.24,2.44,2017-05-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,12,9,2015,3,Hard Coral,56.25,Population,67.5,299.47,0.22,0.85,0,1.14,3.16,-4.42,2.09,2015-09-12,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,12,9,2015,3,Nutrient Indicator Algae,0,Population,67.5,299.47,0.22,0.85,0,1.14,3.16,-4.42,2.09,2015-09-12,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,17,4,2016,3,Hard Coral,65.62,Population,72.5,298.15,0.64,0.85,0,12.86,3.16,-1.5,2.09,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,17,4,2016,3,Nutrient Indicator Algae,0,Population,72.5,298.15,0.64,0.85,0,12.86,3.16,-1.5,2.09,2016-04-17,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39847.16,Sheltered,71.88,2,4,2017,5,Hard Coral,30,Population,75.75,298.73,0.85,0.84,0,5.7,2.81,-0.55,2.02,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,39847.16,Sheltered,71.88,2,4,2017,5,Nutrient Indicator Algae,16.88,Population,75.75,298.73,0.85,0.84,0,5.7,2.81,-0.55,2.02,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,2,4,2017,5,Hard Coral,29.38,Population,77.5,298.9,1.25,0.85,0,8.92,3.17,-0.01,1.97,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46945.93,Sheltered,60.01,2,4,2017,5,Nutrient Indicator Algae,6.88,Population,77.5,298.9,1.25,0.85,0,8.92,3.17,-0.01,1.97,2017-04-02,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,7,Hard Coral,36.25,Population,91,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,7,Nutrient Indicator Algae,2.5,Population,91,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,3,Hard Coral,18.12,Population,95.5,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,21755.41,Sheltered,36,1,4,2017,3,Nutrient Indicator Algae,1.25,Population,95.5,298.73,1.44,0.85,0,6.11,3.16,-0.01,2.09,2017-04-01,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,22.86,Sheltered,45.33,25,4,2016,2,Hard Coral,21.88,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,22.86,Sheltered,45.33,25,4,2016,2,Nutrient Indicator Algae,0.62,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46.06,Sheltered,45.33,25,4,2016,3,Hard Coral,10,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,46.06,Sheltered,45.33,25,4,2016,3,Nutrient Indicator Algae,0,nd,,296.21,0.25,0.93,0,8.82,3.56,-2.35,2.7,2016-04-25,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,24,4,2016,5,Hard Coral,40.62,nd,,296.79,0.43,0.88,0,7.37,3.33,-1.75,2.48,2016-04-24,nd,nd,nd
Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,562.43,Sheltered,47.44,24,4,2016,5,Nutrient Indicator Algae,0,nd,,296.79,0.43,0.88,0,7.37,3.33,-1.75,2.48,2016-04-24,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,665.19,Sheltered,51.46,27,11,2015,6,Hard Coral,73.75,nd,,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-27,nd,nd,nd
Central Indo-Pacific,Southern Great Barrier Reef,Australia,665.19,Sheltered,51.46,27,11,2015,6,Nutrient Indicator Algae,0,nd,,299.99,0.39,0.72,0,1.1,2.65,-1.51,2.22,2015-11-27,nd,nd,nd
